unit_number,cycle,mission_altitude_m,mission_airspeed_kmh,throttle_pct,rpm,rpm_twin,oil_pressure_kpa,oil_pressure_twin,oil_temp_c,oil_temp_twin,fuel_flow_lph,fuel_flow_twin,vibration_rms_g,cht_1_c,cht_2_c,cht_3_c,cht_4_c,cht_1_twin,cht_2_twin,cht_3_twin,cht_4_twin,egt_1_c,egt_2_c,egt_3_c,egt_4_c,egt_1_twin,egt_2_twin,egt_3_twin,egt_4_twin,fault_class,fault_name,fault_severity,RUL,failed_at_end
27,82,4520.2,130.4,60.2,4280.4,4287.7,141.4,137.0,85.3,83.2,11.6,11.31,0.116,59.5,60.0,59.7,59.2,59.2,59.2,59.2,59.2,540.6,552.0,534.0,533.2,541.7,541.7,541.7,541.7,0,healthy,0.0,125,0
27,83,4522.7,130.5,62.3,4368.3,4367.2,134.1,137.3,82.8,83.5,11.04,11.46,0.088,61.2,60.3,59.3,62.2,60.4,60.4,60.4,60.4,554.2,541.9,551.9,542.3,545.5,545.5,545.5,545.5,0,healthy,0.0,125,0
27,84,4525.2,130.5,61.5,4338.8,4336.8,137.2,137.2,83.1,83.4,11.18,11.4,0.106,57.9,63.2,59.3,60.4,59.9,59.9,59.9,59.9,547.5,534.7,547.3,539.9,544.0,544.0,544.0,544.0,0,healthy,0.0,125,0
27,85,4527.7,130.6,61.5,4334.3,4335.5,139.6,137.2,83.6,83.4,11.36,11.4,0.082,61.7,60.7,60.4,58.8,59.9,59.9,59.9,59.9,546.9,541.6,533.3,540.9,543.9,543.9,543.9,543.9,0,healthy,0.0,125,0
27,86,4530.3,130.6,60.3,4293.7,4292.1,134.0,137.0,83.3,83.2,11.15,11.32,0.119,60.4,58.0,59.4,60.6,59.2,59.2,59.2,59.2,542.5,540.8,540.7,530.6,541.8,541.8,541.8,541.8,0,healthy,0.0,125,0
27,87,4532.8,130.7,60.2,4290.9,4288.9,134.4,137.0,82.7,83.2,11.73,11.31,0.083,58.8,56.5,59.1,57.5,59.1,59.1,59.1,59.1,544.1,547.1,535.9,543.6,541.6,541.6,541.6,541.6,0,healthy,0.0,125,0
27,88,4535.3,130.7,60.0,4279.1,4278.7,137.7,137.0,82.1,83.2,11.11,11.29,0.08,58.6,59.2,58.6,58.8,59.0,59.0,59.0,59.0,543.9,542.1,557.1,551.0,541.1,541.1,541.1,541.1,0,healthy,0.0,125,0
27,89,4537.8,130.8,61.7,4357.0,4344.6,135.1,137.2,83.6,83.4,11.93,11.41,0.083,61.2,60.4,60.2,59.5,59.9,59.9,59.9,59.9,536.8,540.1,540.9,547.8,544.2,544.2,544.2,544.2,0,healthy,0.0,125,0
27,90,4540.3,130.8,62.0,4360.0,4356.4,138.7,137.3,82.3,83.4,11.1,11.43,0.099,61.1,58.5,62.6,59.3,60.1,60.1,60.1,60.1,540.0,555.6,550.4,539.9,544.8,544.8,544.8,544.8,0,healthy,0.0,125,0
27,91,4542.8,130.9,62.0,4355.4,4356.0,137.0,137.3,83.5,83.4,11.7,11.43,0.12,60.9,58.7,60.0,61.0,60.1,60.1,60.1,60.1,545.7,542.8,540.2,547.8,544.7,544.7,544.7,544.7,0,healthy,0.0,125,0
27,92,4545.3,130.9,59.8,4271.2,4272.7,134.2,136.9,85.1,83.2,11.3,11.28,0.083,58.2,59.2,59.1,61.2,58.8,58.8,58.8,58.8,542.7,548.3,545.7,547.5,540.7,540.7,540.7,540.7,0,healthy,0.0,125,0
27,93,4547.8,131.0,60.3,4291.1,4293.1,139.4,137.0,85.5,83.2,11.39,11.31,0.101,57.9,59.9,55.8,57.2,59.1,59.1,59.1,59.1,531.4,534.5,539.7,545.7,541.6,541.6,541.6,541.6,0,healthy,0.0,125,0
27,94,4550.3,131.0,63.3,4411.7,4406.0,136.7,137.5,84.0,83.6,11.16,11.51,0.111,61.7,61.3,59.2,60.8,60.8,60.8,60.8,60.8,541.8,549.6,549.3,544.4,547.0,547.0,547.0,547.0,0,healthy,0.0,125,0
27,95,4552.8,131.1,62.0,4353.9,4357.5,141.1,137.3,81.2,83.4,11.67,11.42,0.082,61.8,61.3,60.6,59.0,60.0,60.0,60.0,60.0,539.1,536.7,543.9,547.2,544.7,544.7,544.7,544.7,0,healthy,0.0,125,0
27,96,4555.3,131.1,62.5,4381.7,4373.9,139.0,137.4,83.4,83.5,11.68,11.45,0.1,60.3,56.8,59.4,58.8,60.3,60.3,60.3,60.3,553.2,541.7,534.0,547.3,545.4,545.4,545.4,545.4,0,healthy,0.0,125,0
27,97,4557.7,131.2,61.3,4326.4,4329.4,138.8,137.2,82.0,83.3,11.12,11.37,0.117,59.9,60.1,59.6,59.1,59.6,59.6,59.6,59.6,537.6,539.5,549.7,538.8,543.3,543.3,543.3,543.3,0,healthy,0.0,125,0
27,98,4560.2,131.2,62.4,4370.1,4369.8,140.9,137.4,84.0,83.5,11.94,11.44,0.082,62.7,59.8,60.9,62.8,60.2,60.2,60.2,60.2,537.0,544.4,541.6,543.1,545.2,545.2,545.2,545.2,0,healthy,0.0,125,0
27,99,4562.7,131.3,61.2,4318.5,4323.8,136.3,137.2,83.8,83.3,11.36,11.36,0.094,58.8,60.8,58.7,59.6,59.5,59.5,59.5,59.5,546.3,548.2,542.5,547.4,542.9,542.9,542.9,542.9,0,healthy,0.0,125,0
27,100,4565.2,131.4,62.3,4351.7,4365.6,139.5,137.3,81.0,83.4,11.21,11.43,0.116,61.1,60.3,58.3,60.6,60.1,60.1,60.1,60.1,548.0,544.6,546.4,552.0,544.9,544.9,544.9,544.9,0,healthy,0.0,125,0
27,101,4567.6,131.4,61.6,4333.4,4339.5,132.9,137.2,84.6,83.4,11.53,11.39,0.086,61.4,59.3,59.6,59.3,59.7,59.7,59.7,59.7,542.7,542.8,549.0,545.2,543.6,543.6,543.6,543.6,0,healthy,0.0,125,0
27,102,4570.1,131.5,61.6,4352.8,4342.0,137.6,137.2,83.4,83.4,11.65,11.39,0.082,60.9,62.3,59.7,61.3,59.7,59.7,59.7,59.7,544.0,554.4,544.5,541.2,543.7,543.7,543.7,543.7,0,healthy,0.0,125,0
27,103,4572.5,131.5,61.8,4351.3,4348.7,138.5,137.3,83.6,83.4,11.45,11.4,0.103,57.7,59.4,59.0,58.7,59.8,59.8,59.8,59.8,550.3,541.1,541.2,543.6,544.0,544.0,544.0,544.0,0,healthy,0.0,125,0
27,104,4575.0,131.6,59.6,4271.4,4266.3,140.5,136.9,83.5,83.1,10.86,11.25,0.08,59.1,57.4,59.9,58.2,58.5,58.5,58.5,58.5,532.2,541.4,544.7,538.0,540.0,540.0,540.0,540.0,0,healthy,0.0,125,0
27,105,4577.4,131.6,60.7,4309.8,4306.6,136.2,137.1,84.0,83.3,11.71,11.32,0.121,58.5,56.8,57.5,61.3,59.1,59.1,59.1,59.1,539.7,540.8,534.6,554.0,541.9,541.9,541.9,541.9,0,healthy,0.0,125,0
27,106,4579.9,131.7,63.1,4390.5,4398.6,139.7,137.5,82.0,83.5,11.5,11.49,0.109,61.9,59.4,58.5,62.9,60.4,60.4,60.4,60.4,548.3,542.3,557.5,543.5,546.3,546.3,546.3,546.3,0,healthy,0.0,125,0
27,107,4582.3,131.7,62.6,4377.0,4380.5,138.3,137.4,83.9,83.5,11.33,11.45,0.09,58.8,60.9,59.0,61.1,60.2,60.2,60.2,60.2,532.4,544.1,542.1,543.9,545.4,545.4,545.4,545.4,0,healthy,0.0,125,0
27,108,4584.7,131.8,62.6,4372.2,4380.2,139.1,137.4,82.8,83.5,11.71,11.45,0.088,60.6,60.8,57.5,58.5,60.1,60.1,60.1,60.1,537.8,542.5,533.6,548.0,545.4,545.4,545.4,545.4,0,healthy,0.0,125,0
27,109,4587.1,131.8,60.8,4321.9,4310.8,135.6,137.1,82.5,83.3,11.39,11.33,0.106,58.8,59.9,58.5,57.1,59.1,59.1,59.1,59.1,532.0,547.7,534.2,539.3,542.0,542.0,542.0,542.0,0,healthy,0.0,125,0
27,110,4589.6,131.8,61.7,4335.3,4343.8,141.3,137.2,82.8,83.4,11.55,11.38,0.109,61.5,58.6,60.2,59.4,59.6,59.6,59.6,59.6,542.9,546.2,545.4,537.1,543.6,543.6,543.6,543.6,0,healthy,0.0,125,0
27,111,4592.0,131.9,63.4,4402.5,4408.2,133.3,137.5,84.1,83.6,11.7,11.5,0.116,60.3,62.2,59.7,61.7,60.5,60.5,60.5,60.5,547.1,545.0,551.2,545.1,546.6,546.6,546.6,546.6,0,healthy,0.0,125,0
27,112,4594.4,131.9,60.9,4322.7,4313.2,140.8,137.1,84.0,83.3,11.18,11.33,0.088,59.6,58.1,59.2,58.9,59.1,59.1,59.1,59.1,548.9,549.1,556.4,541.0,542.1,542.1,542.1,542.1,0,healthy,0.0,125,0
27,113,4596.8,132.0,61.6,4335.4,4342.6,135.9,137.2,83.5,83.4,11.37,11.38,0.106,60.5,60.2,58.0,58.2,59.5,59.5,59.5,59.5,546.5,529.8,544.5,539.8,543.4,543.4,543.4,543.4,0,healthy,0.0,125,0
27,114,4599.2,132.0,60.9,4311.3,4314.8,135.8,137.1,82.6,83.3,11.69,11.33,0.093,56.9,59.3,59.6,59.9,59.1,59.1,59.1,59.1,531.9,543.5,545.5,538.7,542.1,542.1,542.1,542.1,0,healthy,0.0,125,0
27,115,4601.5,132.1,63.1,4384.5,4396.9,133.6,137.5,82.7,83.5,11.42,11.47,0.088,59.3,57.5,61.0,59.2,60.3,60.3,60.3,60.3,540.6,554.8,538.3,536.6,545.9,545.9,545.9,545.9,0,healthy,0.0,125,0
27,116,4603.9,132.1,61.8,4344.7,4350.0,134.9,137.3,82.5,83.4,11.0,11.39,0.105,60.5,60.0,59.7,59.9,59.6,59.6,59.6,59.6,546.7,542.3,552.9,539.3,543.7,543.7,543.7,543.7,0,healthy,0.0,125,0
27,117,4606.3,132.2,63.8,4437.0,4425.4,138.2,137.6,82.2,83.6,11.21,11.52,0.08,60.3,60.3,60.0,59.6,60.7,60.7,60.7,60.7,554.6,555.9,551.0,548.6,547.2,547.2,547.2,547.2,0,healthy,0.0,125,0
27,118,4608.6,132.2,62.8,4386.4,4386.0,139.3,137.4,86.7,83.5,11.32,11.45,0.093,60.8,61.6,61.5,61.1,60.1,60.1,60.1,60.1,551.2,543.1,542.8,542.5,545.3,545.3,545.3,545.3,0,healthy,0.0,125,0
27,119,4611.0,132.3,63.1,4407.8,4397.2,139.5,137.5,83.8,83.5,11.42,11.47,0.137,61.0,59.7,61.8,61.9,60.2,60.2,60.2,60.2,557.2,548.7,555.4,538.2,545.8,545.8,545.8,545.8,0,healthy,0.0,125,0
27,120,4613.3,132.3,63.2,4403.9,4403.1,140.5,137.5,83.7,83.5,11.58,11.48,0.084,61.2,59.6,59.9,60.6,60.3,60.3,60.3,60.3,548.3,541.5,541.2,540.5,546.1,546.1,546.1,546.1,0,healthy,0.0,125,0
27,121,4615.7,132.4,64.3,4440.1,4443.3,138.5,137.7,83.0,83.7,11.39,11.55,0.08,60.3,60.1,60.4,59.2,60.8,60.8,60.8,60.8,555.9,549.6,549.3,550.3,548.0,548.0,548.0,548.0,0,healthy,0.0,125,0
27,122,4618.0,132.4,63.5,4412.4,4412.9,138.5,137.5,83.6,83.6,11.58,11.49,0.095,60.5,62.2,59.3,59.2,60.4,60.4,60.4,60.4,543.9,552.7,548.3,560.1,546.5,546.5,546.5,546.5,0,healthy,0.0,125,0
27,123,4620.3,132.5,64.0,4427.7,4433.5,143.9,137.6,83.9,83.6,11.46,11.53,0.095,60.8,59.3,61.1,61.2,60.7,60.7,60.7,60.7,546.3,543.5,543.0,541.8,547.5,547.5,547.5,547.5,0,healthy,0.0,125,0
27,124,4622.6,132.5,62.3,4375.1,4368.8,135.7,137.3,85.5,83.4,11.21,11.41,0.09,59.5,60.4,60.3,60.9,59.7,59.7,59.7,59.7,550.4,544.2,540.2,542.9,544.4,544.4,544.4,544.4,0,healthy,0.0,125,0
27,125,4624.9,132.6,62.3,4382.8,4367.4,137.9,137.3,83.3,83.4,11.03,11.41,0.085,60.0,60.6,57.2,60.8,59.7,59.7,59.7,59.7,542.1,539.2,550.1,533.4,544.3,544.3,544.3,544.3,0,healthy,0.0,125,0
27,126,4627.2,132.6,61.5,4336.6,4338.6,136.6,137.2,83.8,83.3,11.23,11.36,0.101,60.6,59.5,59.9,60.4,59.2,59.2,59.2,59.2,537.8,533.1,536.9,542.7,542.9,542.9,542.9,542.9,0,healthy,0.0,125,0
27,127,4629.5,132.6,63.6,4422.2,4417.8,139.3,137.6,82.8,83.6,11.31,11.5,0.089,59.2,61.1,61.7,62.1,60.4,60.4,60.4,60.4,543.7,547.6,549.4,548.3,546.6,546.6,546.6,546.6,0,healthy,0.0,125,0
27,128,4631.8,132.7,62.7,4383.6,4384.2,140.6,137.4,83.1,83.5,11.46,11.44,0.088,58.7,59.1,60.1,59.3,59.9,59.9,59.9,59.9,547.1,540.8,530.7,546.7,545.0,545.0,545.0,545.0,0,healthy,0.0,125,0
27,129,4634.0,132.7,63.1,4397.0,4397.2,139.5,137.5,84.8,83.5,10.75,11.46,0.097,59.2,59.5,58.9,60.2,60.0,60.0,60.0,60.0,546.2,539.8,550.6,541.2,545.6,545.6,545.6,545.6,0,healthy,0.0,125,0
27,130,4636.3,132.8,63.3,4415.2,4404.2,135.8,137.5,84.2,83.5,11.8,11.47,0.086,60.4,60.7,59.5,61.0,60.1,60.1,60.1,60.1,552.1,549.2,550.9,557.1,545.9,545.9,545.9,545.9,0,healthy,0.0,125,0
27,131,4638.5,132.8,63.8,4422.2,4423.6,140.4,137.6,83.9,83.6,11.54,11.5,0.081,61.2,58.5,60.3,60.1,60.4,60.4,60.4,60.4,540.9,552.4,539.5,552.2,546.8,546.8,546.8,546.8,0,healthy,0.0,125,0
27,132,4640.8,132.9,62.8,4377.4,4385.5,137.7,137.4,82.8,83.4,11.6,11.43,0.09,59.3,60.1,57.3,59.5,59.8,59.8,59.8,59.8,548.7,544.3,550.2,540.1,544.9,544.9,544.9,544.9,0,healthy,0.0,125,0
27,133,4643.0,132.9,63.7,4431.8,4421.5,135.1,137.6,84.5,83.6,11.46,11.5,0.099,60.6,57.4,60.0,60.0,60.3,60.3,60.3,60.3,536.1,548.0,545.8,541.6,546.6,546.6,546.6,546.6,0,healthy,0.0,125,0
27,134,4645.2,133.0,62.2,4365.9,4364.2,135.5,137.3,85.0,83.4,11.54,11.39,0.085,60.2,57.1,58.3,58.5,59.5,59.5,59.5,59.5,557.9,550.0,552.7,537.1,543.9,543.9,543.9,543.9,0,healthy,0.0,125,0
27,135,4647.4,133.0,64.7,4459.9,4458.1,139.6,137.7,83.7,83.7,11.76,11.56,0.098,60.1,61.6,61.3,60.5,60.8,60.8,60.8,60.8,543.8,552.3,548.1,544.4,548.3,548.3,548.3,548.3,0,healthy,0.0,125,0
27,136,4649.6,133.0,61.3,4321.9,4329.6,135.0,137.2,84.3,83.3,11.39,11.33,0.088,60.7,57.9,59.6,58.8,59.0,59.0,59.0,59.0,536.6,540.0,552.7,536.4,542.2,542.2,542.2,542.2,0,healthy,0.0,125,0
27,137,4651.8,133.1,62.5,4375.7,4374.3,140.3,137.4,83.6,83.4,11.59,11.41,0.091,59.2,59.1,59.4,58.3,59.6,59.6,59.6,59.6,536.0,545.7,540.5,546.8,544.3,544.3,544.3,544.3,0,healthy,0.0,125,0
27,138,4654.0,133.1,64.3,4444.2,4442.7,140.0,137.7,85.6,83.6,11.11,11.53,0.086,58.5,60.3,59.9,59.4,60.6,60.6,60.6,60.6,552.5,545.5,549.5,540.6,547.5,547.5,547.5,547.5,0,healthy,0.0,125,0
27,139,4656.1,133.2,64.3,4440.9,4441.5,139.4,137.7,83.3,83.6,11.85,11.53,0.085,58.8,59.1,60.9,61.0,60.5,60.5,60.5,60.5,551.9,546.6,554.5,551.9,547.4,547.4,547.4,547.4,0,healthy,0.0,125,0
27,140,4658.3,133.2,64.3,4425.0,4444.0,137.0,137.7,83.3,83.6,10.93,11.53,0.1,60.3,59.7,60.3,60.9,60.6,60.6,60.6,60.6,547.5,551.8,545.6,550.7,547.5,547.5,547.5,547.5,0,healthy,0.0,125,0
27,141,4660.4,133.2,62.4,4373.3,4372.5,138.3,137.4,83.5,83.4,10.94,11.4,0.109,59.5,60.1,59.0,60.5,59.5,59.5,59.5,59.5,544.6,547.8,545.0,547.0,544.1,544.1,544.1,544.1,0,healthy,0.0,125,0
27,142,4662.6,133.3,60.8,4313.8,4309.6,139.7,137.1,82.9,83.2,11.41,11.29,0.1,58.0,59.9,58.6,57.0,58.6,58.6,58.6,58.6,539.3,538.5,539.7,545.4,541.1,541.1,541.1,541.1,0,healthy,0.0,125,0
27,143,4664.7,133.3,65.2,4478.4,4477.3,139.8,137.8,82.3,83.7,11.27,11.59,0.086,60.9,58.6,60.6,63.1,61.0,61.0,61.0,61.0,550.8,549.3,545.3,546.0,549.0,549.0,549.0,549.0,0,healthy,0.0,125,0
27,144,4666.8,133.4,63.9,4431.7,4427.5,135.7,137.6,84.1,83.6,11.39,11.5,0.104,60.4,58.0,59.8,61.8,60.3,60.3,60.3,60.3,546.3,541.3,545.6,554.3,546.6,546.6,546.6,546.6,0,healthy,0.0,125,0
27,145,4668.9,133.4,64.5,4448.9,4451.3,144.3,137.7,84.2,83.6,11.48,11.54,0.084,61.7,61.2,59.5,61.7,60.6,60.6,60.6,60.6,534.3,547.5,560.8,559.7,547.7,547.7,547.7,547.7,0,healthy,0.0,125,0
27,146,4671.0,133.4,63.1,4395.9,4396.4,139.6,137.5,84.1,83.5,11.34,11.44,0.088,59.3,60.8,59.4,60.1,59.8,59.8,59.8,59.8,543.6,535.2,541.5,544.5,545.1,545.1,545.1,545.1,0,healthy,0.0,125,0
27,147,4673.0,133.5,63.9,4451.9,4430.1,136.4,137.6,83.3,83.6,11.37,11.5,0.087,60.5,59.9,59.7,59.3,60.3,60.3,60.3,60.3,544.6,549.9,540.7,549.8,546.6,546.6,546.6,546.6,0,healthy,0.0,125,0
27,148,4675.1,133.5,62.4,4368.7,4371.6,138.8,137.4,83.1,83.4,11.57,11.39,0.114,59.0,59.1,57.6,59.1,59.4,59.4,59.4,59.4,536.9,539.4,551.0,538.7,543.9,543.9,543.9,543.9,0,healthy,0.0,125,0
27,149,4677.1,133.5,63.8,4420.1,4423.1,138.2,137.6,83.1,83.5,12.04,11.48,0.094,60.7,58.6,61.3,59.7,60.1,60.1,60.1,60.1,535.1,539.3,544.9,550.3,546.3,546.3,546.3,546.3,0,healthy,0.0,125,0
27,150,4679.2,133.6,65.0,4457.5,4468.3,140.0,137.8,83.1,83.7,11.53,11.56,0.086,62.4,60.7,61.3,57.7,60.8,60.8,60.8,60.8,557.9,542.6,552.5,544.5,548.4,548.4,548.4,548.4,0,healthy,0.0,125,0
27,151,4681.2,133.6,62.0,4358.3,4355.8,141.0,137.3,82.8,83.3,11.82,11.36,0.082,56.9,57.7,56.7,58.0,59.1,59.1,59.1,59.1,552.4,550.3,554.5,549.0,543.0,543.0,543.0,543.0,0,healthy,0.0,125,0
27,152,4683.2,133.7,66.3,4521.7,4521.2,140.5,138.0,82.5,83.8,11.25,11.66,0.082,61.5,61.6,63.2,64.0,61.5,61.5,61.5,61.5,543.2,556.8,549.3,550.6,550.8,550.8,550.8,550.8,0,healthy,0.0,125,0
27,153,4685.2,133.7,62.8,4398.2,4387.6,138.9,137.4,82.4,83.4,11.03,11.42,0.104,57.8,59.8,60.8,60.1,59.6,59.6,59.6,59.6,546.8,539.5,554.4,552.2,544.5,544.5,544.5,544.5,0,healthy,0.0,125,0
27,154,4687.2,133.7,63.6,4401.1,4417.3,140.2,137.6,83.3,83.5,11.46,11.47,0.096,59.4,58.3,57.0,61.3,60.0,60.0,60.0,60.0,552.6,559.2,547.2,546.5,545.9,545.9,545.9,545.9,0,healthy,0.0,125,0
27,155,4689.1,133.8,63.9,4427.0,4429.0,138.1,137.6,81.3,83.5,11.24,11.49,0.088,60.0,60.5,59.7,58.4,60.1,60.1,60.1,60.1,551.3,549.2,544.7,554.9,546.4,546.4,546.4,546.4,0,healthy,0.0,125,0
27,156,4691.1,133.8,66.4,4529.8,4525.1,140.4,138.0,84.2,83.8,11.66,11.66,0.084,61.2,62.2,58.9,62.3,61.5,61.5,61.5,61.5,549.9,559.2,550.2,554.5,550.9,550.9,550.9,550.9,0,healthy,0.0,125,0
27,157,4693.0,133.8,64.1,4440.8,4435.6,142.9,137.6,84.6,83.6,11.99,11.5,0.1,61.5,59.8,59.5,61.1,60.2,60.2,60.2,60.2,553.5,556.0,556.6,547.8,546.7,546.7,546.7,546.7,0,healthy,0.0,125,0
27,158,4695.0,133.9,65.0,4459.5,4468.9,140.3,137.8,83.1,83.7,11.48,11.56,0.105,59.8,60.4,58.8,60.4,60.7,60.7,60.7,60.7,544.8,544.3,546.9,543.1,548.2,548.2,548.2,548.2,0,healthy,0.0,125,0
27,159,4696.9,133.9,63.2,4405.7,4402.8,140.3,137.5,84.3,83.5,11.44,11.44,0.11,58.8,60.6,58.2,59.9,59.7,59.7,59.7,59.7,548.9,541.5,551.3,548.2,545.1,545.1,545.1,545.1,0,healthy,0.0,125,0
27,160,4698.8,133.9,63.9,4445.3,4427.5,136.7,137.6,82.7,83.5,11.42,11.48,0.107,62.4,59.4,57.2,62.0,60.1,60.1,60.1,60.1,549.9,546.4,545.9,551.6,546.2,546.2,546.2,546.2,0,healthy,0.0,125,0
27,161,4700.6,134.0,64.5,4449.9,4450.9,139.7,137.7,84.4,83.6,10.91,11.52,0.111,60.2,61.9,60.6,60.9,60.4,60.4,60.4,60.4,553.4,545.6,540.4,546.2,547.3,547.3,547.3,547.3,0,healthy,0.0,125,0
27,162,4702.5,134.0,62.6,4391.5,4379.2,141.1,137.4,83.3,83.4,10.96,11.4,0.114,60.7,57.9,60.6,56.3,59.3,59.3,59.3,59.3,554.7,544.3,550.9,545.0,543.9,543.9,543.9,543.9,0,healthy,0.0,125,0
27,163,4704.4,134.0,63.3,4405.1,4405.2,134.3,137.5,84.1,83.5,11.69,11.44,0.085,58.6,58.6,61.5,59.1,59.7,59.7,59.7,59.7,547.4,536.2,543.2,545.4,545.1,545.1,545.1,545.1,0,healthy,0.0,125,0
27,164,4706.2,134.1,64.0,4425.7,4431.4,138.6,137.6,81.8,83.5,11.42,11.49,0.084,57.5,60.8,60.4,61.7,60.1,60.1,60.1,60.1,540.0,556.9,543.2,559.8,546.3,546.3,546.3,546.3,0,healthy,0.0,125,0
27,165,4708.0,134.1,65.0,4470.6,4471.8,137.9,137.8,82.3,83.7,12.14,11.56,0.091,61.1,60.2,60.4,62.0,60.6,60.6,60.6,60.6,544.1,545.6,550.6,548.7,548.2,548.2,548.2,548.2,0,healthy,0.0,125,0
27,166,4709.9,134.1,64.5,4455.4,4452.7,135.4,137.7,82.6,83.6,11.62,11.52,0.097,59.2,60.6,58.9,59.9,60.3,60.3,60.3,60.3,554.6,547.4,542.8,540.2,547.3,547.3,547.3,547.3,0,healthy,0.0,125,0
27,167,4711.7,134.1,65.3,4472.6,4481.3,141.4,137.8,84.9,83.7,11.29,11.57,0.09,59.9,58.9,60.3,61.5,60.7,60.7,60.7,60.7,550.6,544.4,550.8,544.4,548.6,548.6,548.6,548.6,0,healthy,0.0,125,0
27,168,4713.4,134.2,63.7,4431.9,4422.5,139.1,137.6,82.3,83.5,11.81,11.47,0.095,58.2,61.6,60.7,60.1,59.9,59.9,59.9,59.9,537.7,552.3,547.8,548.9,545.8,545.8,545.8,545.8,0,healthy,0.0,125,0
27,169,4715.2,134.2,65.9,4520.6,4505.6,139.3,137.9,85.4,83.8,11.26,11.61,0.115,60.7,60.7,59.5,60.1,61.1,61.1,61.1,61.1,543.1,543.4,549.0,554.4,549.7,549.7,549.7,549.7,0,healthy,0.0,125,0
27,170,4717.0,134.2,65.4,4485.6,4483.6,134.9,137.8,83.7,83.7,12.18,11.57,0.086,60.4,63.4,59.6,62.0,60.7,60.7,60.7,60.7,541.4,541.8,562.0,543.5,548.6,548.6,548.6,548.6,0,healthy,0.0,125,0
27,171,4718.7,134.3,64.3,4431.6,4445.0,138.2,137.7,82.8,83.6,11.45,11.5,0.09,59.5,59.7,60.0,60.2,60.2,60.2,60.2,60.2,549.2,551.6,543.0,550.4,546.8,546.8,546.8,546.8,0,healthy,0.0,125,0
27,172,4720.4,134.3,64.2,4437.6,4440.8,136.6,137.7,83.0,83.6,11.69,11.5,0.081,61.8,59.8,60.5,60.3,60.1,60.1,60.1,60.1,535.9,548.1,558.8,552.3,546.6,546.6,546.6,546.6,0,healthy,0.0,125,0
27,173,4722.1,134.3,64.2,4440.9,4441.3,137.7,137.7,83.2,83.6,11.52,11.5,0.1,58.3,60.9,60.8,60.1,60.1,60.1,60.1,60.1,547.9,541.5,555.6,537.8,546.6,546.6,546.6,546.6,0,healthy,0.0,125,0
27,174,4723.8,134.3,63.8,4420.5,4425.8,136.5,137.6,84.8,83.5,10.96,11.47,0.088,59.2,58.7,59.7,61.6,59.9,59.9,59.9,59.9,549.0,538.2,544.3,545.6,545.8,545.8,545.8,545.8,0,healthy,0.0,125,0
27,175,4725.5,134.4,64.3,4445.4,4441.8,135.0,137.7,84.7,83.6,11.62,11.5,0.101,57.9,60.4,59.1,60.9,60.1,60.1,60.1,60.1,558.3,546.2,554.5,550.7,546.5,546.5,546.5,546.5,0,healthy,0.0,125,0
27,176,4727.1,134.4,64.7,4467.2,4458.8,139.9,137.7,85.7,83.6,11.21,11.52,0.103,59.2,59.7,59.3,60.2,60.3,60.3,60.3,60.3,550.8,546.0,548.6,539.9,547.3,547.3,547.3,547.3,0,healthy,0.0,125,0
27,177,4728.8,134.4,65.0,4470.6,4471.4,134.9,137.8,84.2,83.6,11.56,11.55,0.081,58.9,62.0,58.8,60.0,60.5,60.5,60.5,60.5,538.4,548.4,549.2,550.7,547.9,547.9,547.9,547.9,0,healthy,0.0,125,0
27,178,4730.4,134.4,65.7,4489.8,4495.9,135.7,137.9,84.5,83.7,11.93,11.59,0.1,59.8,61.3,61.8,59.8,60.8,60.8,60.8,60.8,540.9,553.5,538.2,543.0,549.0,549.0,549.0,549.0,0,healthy,0.0,125,0
27,179,4732.0,134.5,65.0,4464.8,4471.8,139.9,137.8,84.8,83.6,11.71,11.55,0.096,59.4,62.3,58.9,60.8,60.5,60.5,60.5,60.5,549.0,557.0,550.9,558.0,547.9,547.9,547.9,547.9,0,healthy,0.0,125,0
27,180,4733.6,134.5,63.5,4428.1,4413.4,137.9,137.5,81.9,83.5,11.88,11.44,0.083,59.3,60.4,60.6,58.5,59.6,59.6,59.6,59.6,538.3,552.8,551.0,552.8,545.1,545.1,545.1,545.1,0,healthy,0.0,125,0
27,181,4735.2,134.5,64.7,4454.6,4459.7,137.7,137.7,82.9,83.6,11.43,11.52,0.083,62.4,59.3,61.5,59.0,60.3,60.3,60.3,60.3,556.2,538.0,547.7,546.6,547.3,547.3,547.3,547.3,0,healthy,0.0,125,0
27,182,4736.8,134.5,65.6,4481.5,4492.2,142.5,137.9,84.1,83.7,11.32,11.58,0.129,59.7,60.6,61.6,59.7,60.7,60.7,60.7,60.7,549.3,542.2,558.5,551.2,548.8,548.8,548.8,548.8,0,healthy,0.0,125,0
27,183,4738.3,134.6,66.8,4531.2,4537.4,136.3,138.1,82.2,83.8,11.43,11.66,0.084,61.2,59.4,62.9,61.7,61.4,61.4,61.4,61.4,559.1,551.6,546.6,543.7,550.9,550.9,550.9,550.9,0,healthy,0.0,125,0
27,184,4739.8,134.6,64.9,4467.6,4464.6,140.2,137.8,83.7,83.6,11.0,11.53,0.108,60.0,56.5,59.0,60.1,60.3,60.3,60.3,60.3,543.3,550.5,543.9,546.7,547.4,547.4,547.4,547.4,0,healthy,0.0,125,0
